player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,vis_team,home_team,week
AlleJo02,QB,Josh Allen,BUF,26,31,297,3,2,2,5,53,112.0,10,56,1,13,0,0,0,0,0,0,5,5,43,38,5,LAR,0,0,0,227,3,7,0,36,20,0,0.0,0,0,BUF,LAR,1
SingDe00,RB,Devin Singletary,BUF,0,0,0,0,0,0,0,0,0.0,8,48,0,13,2,2,14,0,8,0,0,8,8,0,8,LAR,0,0,0,0,0,0,0,33,15,0,-8.0,22,0,BUF,LAR,1
MossZa00,RB,Zack Moss,BUF,0,0,0,0,0,0,0,0,0.0,6,15,0,8,6,6,21,0,8,1,0,6,6,0,6,LAR,0,0,0,0,0,0,0,12,3,0,-1.2,22,0,BUF,LAR,1
CookJa01,RB,James Cook,BUF,0,0,0,0,0,0,0,0,0.0,1,2,0,2,0,0,0,0,0,1,0,1,1,0,1,LAR,0,0,0,0,0,0,0,2,0,0,0.0,0,0,BUF,LAR,1
DiggSt00,WR,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,8,122,1,53,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,99.0,27,0,BUF,LAR,1
DaviGa01,WR,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4,88,1,47,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,87.0,18,0,BUF,LAR,1
CrowJa00,WR,Jamison Crowder,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,28,0,11,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,24.0,16,0,BUF,LAR,1
McKeIs00,WR,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,19,1,12,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,23.1,1,1,BUF,LAR,1
KnoxDa00,TE,Dawson Knox,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,5,0,5,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,3.0,8,0,BUF,LAR,1
StafMa00,QB,Matthew Stafford,LAR,29,41,240,1,3,7,49,28,63.1,1,2,0,2,0,0,0,0,0,0,1,0,49,49,0,BUF,0,0,0,239,7,1,1,2,0,0,0.0,0,0,BUF,LAR,1
HendDa00,RB,Darrell Henderson,LAR,0,0,0,0,0,0,0,0,0.0,13,47,0,18,5,5,26,0,10,0,0,13,13,0,13,BUF,0,0,0,0,0,0,0,30,17,0,2.0,24,0,BUF,LAR,1
PoweBr00,WR,Brandon Powell,LAR,0,0,0,0,0,0,0,0,0.0,1,3,0,3,1,1,10,0,10,0,0,1,1,0,1,BUF,0,0,0,0,0,0,0,3,0,0,3.0,7,0,BUF,LAR,1
KuppCo00,WR,Cooper Kupp,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15,13,128,1,28,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,115.5,57,0,BUF,LAR,1
HigbTy00,TE,Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,5,39,0,11,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,18.7,27,2,BUF,LAR,1
SkowBe00,WR,Ben Skowronek,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4,25,0,12,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,66.0,9,0,BUF,LAR,1
RobiAl02,WR,Allen Robinson,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,12,0,12,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,28.0,0,0,BUF,LAR,1
AkerCa00,RB,Cam Akers,LAR,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,0,BUF,LAR,1
AtweTu00,WR,Tutu Atwell,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,5.0,0,0,BUF,LAR,1
GillRe00,FB,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,BUF,LAR,1
KumeJa00,WR,Jake Kumerow,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,BUF,LAR,1
SweeTo00,TE,Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,BUF,LAR,1
HopkBr01,TE,Brycen Hopkins,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,0,BUF,LAR,1
WinsJa00,QB,Jameis Winston,NOR,23,34,269,2,0,4,35,40,111.0,2,9,0,6,0,0,0,0,0,0,2,0,40,40,0,ATL,1,0,0,298,5,13,3,0,9,0,0.0,0,0,NOR,ATL,1
HillTa00,QB,Taysom Hill,NOR,0,0,0,0,0,0,0,0,0.0,4,81,1,57,1,1,2,0,2,0,0,4,4,0,4,ATL,0,0,0,0,0,0,0,51,30,0,2.0,0,0,NOR,ATL,1
KamaAl00,RB,Alvin Kamara,NOR,0,0,0,0,0,0,0,0,0.0,9,39,0,15,4,3,7,0,15,0,0,9,9,0,9,ATL,0,0,0,0,0,0,0,16,23,1,1.2,14,0,NOR,ATL,1
IngrMa01,RB,Mark Ingram,NOR,0,0,0,0,0,0,0,0,0.0,4,22,0,7,1,1,1,0,1,1,0,4,4,0,4,ATL,0,0,0,0,0,0,0,10,12,0,-6.0,7,0,NOR,ATL,1
HarrDe07,WR,Deonte Harty,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,-4.0,8,0,NOR,ATL,1
MariMa01,QB,Marcus Mariota,ATL,20,33,215,0,0,0,0,31,79.7,12,72,1,16,0,0,0,0,0,1,4,8,45,37,8,NOR,0,0,0,282,8,3,2,66,6,0,0.0,0,0,NOR,ATL,1
PattCo00,RB,Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,0.0,22,120,1,15,5,3,16,0,10,0,0,22,22,0,22,NOR,0,0,0,0,0,0,0,75,45,0,18.0,10,0,NOR,ATL,1
WillAv02,RB,Avery Williams,ATL,0,0,0,0,0,0,0,0,0.0,2,7,0,5,1,1,8,0,8,0,0,2,2,0,2,NOR,0,0,0,0,0,0,0,7,0,0,-7.0,15,0,NOR,ATL,1
WillDa05,RB,Damien Williams,ATL,0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0,0,2,2,0,2,NOR,0,0,0,0,0,0,0,0,2,0,0.0,0,0,NOR,ATL,1
LondDr00,WR,Drake London,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,5,74,0,31,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,88.2,18,0,NOR,ATL,1
ZaccOl01,WR,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,4,49,0,22,1,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,39.2,10,0,NOR,ATL,1
HodgKh00,WR,KhaDarel Hodge,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,38,0,18,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,24.9,13,0,NOR,ATL,1
PittKy00,TE,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,2,19,0,11,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,93.1,6,1,NOR,ATL,1
LandJa00,WR,Jarvis Landry,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,7,114,0,40,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,123.3,15,0,NOR,ATL,1
ThomMi05,WR,Michael Thomas,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,5,57,2,21,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,88.0,5,1,NOR,ATL,1
JohnJu02,TE,Juwan Johnson,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,2,43,0,26,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,56.0,10,0,NOR,ATL,1
OlavCh00,WR,Chris Olave,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,41,0,20,0,0,0,0,0,0,ATL,1,0,0,0,0,0,0,0,0,0,38.1,3,0,NOR,ATL,1
TrauAd00,TE,Adam Trautman,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,NOR,ATL,1
CallMa01,WR,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,NOR,ATL,1
PrenAd00,FB,Adam Prentice,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,NOR,ATL,1
JoneTo04,RB,Tony Jones,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,NOR,ATL,1
SmitKe03,FB,Keith Smith,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,NOR,ATL,1
FirkAn00,TE,Anthony Firkser,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,8.0,2,0,NOR,ATL,1
HessPa00,TE,Parker Hesse,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,5,0,5,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,9.0,4,0,NOR,ATL,1
EdwaBr01,WR,Bryan Edwards,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,9.0,0,0,NOR,ATL,1
CoopAm00,WR,Amari Cooper,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,17,0,9,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,63.0,6,0,CLE,CAR,1
McCaCh01,RB,Christian McCaffrey,CAR,0,0,0,0,0,0,0,0,0.0,10,33,1,9,5,4,24,0,21,0,0,10,10,0,10,CLE,0,0,0,0,0,0,0,14,19,1,-12.0,36,0,CLE,CAR,1
NjokDa00,TE,David Njoku,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,2.0,5,0,CLE,CAR,1
FeltDe00,RB,Demetric Felton,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,12.0,0,0,CLE,CAR,1
MayfBa00,QB,Baker Mayfield,CAR,16,27,235,1,1,4,28,75,84.6,5,6,1,7,0,0,0,0,0,0,1,4,36,32,4,CLE,0,0,0,167,3,5,3,6,0,0,0.0,0,0,CLE,CAR,1
AndeRo04,WR,Robbie Anderson,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,5,102,1,75,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,0,0,70.4,51,0,CLE,CAR,1
ThomIa00,TE,Ian Thomas,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,53,0,50,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,0,0,33.0,31,0,CLE,CAR,1
SmitSh03,WR,Shi Smith,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,12,0,12,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,0,0,24.0,12,0,CLE,CAR,1
TremTo00,TE,Tommy Tremble,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,0,0,-1.0,2,0,CLE,CAR,1
PeopDo00,WR,Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,6,60,0,15,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,86.9,1,1,CLE,CAR,1
BryaHa00,TE,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,18,0,10,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,54.0,3,1,CLE,CAR,1
BellDa02,WR,David Bell,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,CLE,CAR,1
JameJe00,TE,Jesse James,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,CLE,CAR,1
RiccGi00,TE,Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,CLE,CAR,1
BrisJa00,QB,Jacoby Brissett,CLE,18,34,147,1,0,1,9,24,74.0,4,10,0,4,0,0,0,0,0,0,3,1,39,38,1,CAR,0,0,0,247,7,8,6,7,3,0,0.0,0,0,CLE,CAR,1
MoorD.00,WR,D.J. Moore,CAR,0,0,0,0,0,0,0,0,0.0,1,7,0,7,6,3,43,0,26,0,0,1,1,0,1,CLE,0,0,0,0,0,0,0,5,2,0,52.8,21,0,CLE,CAR,1
ForeDO00,RB,D'Onta Foreman,CAR,0,0,0,0,0,0,0,0,0.0,2,5,0,4,0,0,0,0,0,0,0,2,2,0,2,CLE,0,0,0,0,0,0,0,3,2,0,0.0,0,0,CLE,CAR,1
HubbCh01,RB,Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,0.0,1,3,0,3,0,0,0,0,0,0,0,1,1,0,1,CLE,0,0,0,0,0,0,0,1,2,0,0.0,0,0,CLE,CAR,1
ChubNi00,RB,Nick Chubb,CLE,0,0,0,0,0,0,0,0,0.0,22,141,0,25,1,1,2,0,2,0,0,22,22,0,22,CAR,0,0,0,0,0,0,0,100,41,2,-7.0,9,0,CLE,CAR,1
HuntKa00,RB,Kareem Hunt,CLE,0,0,0,0,0,0,0,0,0.0,11,46,1,24,4,4,24,1,24,0,0,11,11,0,11,CAR,0,0,0,0,0,0,0,38,8,2,-4.0,28,0,CLE,CAR,1
SchwAn00,WR,Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,0.0,2,20,0,15,2,1,19,0,19,0,0,2,2,0,2,CAR,0,0,0,0,0,0,0,20,0,0,20.0,5,0,CLE,CAR,1
JennJa00,WR,Jauan Jennings,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4,62,0,44,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,60.0,18,0,SFO,CHI,1
LancTr00,QB,Trey Lance,SFO,13,28,164,0,1,2,9,44,50.3,13,54,0,13,0,0,0,0,0,0,4,9,43,34,9,CHI,0,0,0,201,9,1,4,38,16,2,0.0,0,0,SFO,CHI,1
SamuDe00,WR,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,0.0,8,52,1,27,7,2,14,0,8,1,0,8,8,0,8,CHI,0,0,0,0,0,0,0,34,18,1,14.0,16,2,SFO,CHI,1
MitcEl00,RB,Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,0.0,6,41,0,16,0,0,0,0,0,0,0,6,6,0,6,CHI,0,0,0,0,0,0,0,28,13,1,0.0,0,0,SFO,CHI,1
WilsJe01,RB,Jeff Wilson,SFO,0,0,0,0,0,0,0,0,0.0,9,22,0,5,2,2,8,0,6,0,0,9,9,0,9,CHI,0,0,0,0,0,0,0,12,10,0,2.0,6,0,SFO,CHI,1
AiyuBr00,WR,Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,0.0,1,7,0,7,3,2,40,0,31,0,0,1,1,0,1,CHI,0,0,0,0,0,0,0,4,3,0,45.0,14,0,SFO,CHI,1
GrifRy00,TE,Ryan Griffin,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,29.0,0,0,SFO,CHI,1
McClRa00,WR,Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,20,0,20,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,32.0,0,0,SFO,CHI,1
DwelRo00,TE,Ross Dwelley,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,11,0,11,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,15.0,0,0,SFO,CHI,1
KrofTy00,TE,Tyler Kroft,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,9,0,9,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,33.0,3,0,SFO,CHI,1
JuszKy00,FB,Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,7.0,0,1,SFO,CHI,1
FielJu00,QB,Justin Fields,CHI,8,17,121,2,1,2,16,51,85.7,11,28,0,12,0,0,0,0,0,0,3,8,30,22,8,SFO,0,0,0,162,7,1,3,15,13,1,0.0,0,0,SFO,CHI,1
HerbKh00,RB,Khalil Herbert,CHI,0,0,0,0,0,0,0,0,0.0,9,45,1,12,1,1,-2,0,-2,0,0,9,9,0,9,SFO,0,0,0,0,0,0,0,32,13,1,-1.0,-1,0,SFO,CHI,1
MontDa01,RB,David Montgomery,CHI,0,0,0,0,0,0,0,0,0.0,17,26,0,6,4,3,24,0,16,0,0,17,17,0,17,SFO,0,0,0,0,0,0,0,19,7,1,-6.0,30,0,SFO,CHI,1
PettDa00,WR,Dante Pettis,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,51,1,51,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,21.0,30,0,SFO,CHI,1
PrinBy00,WR,Byron Pringle,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,22,0,22,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,51.0,0,0,SFO,CHI,1
St.BEq00,WR,Equanimeous St. Brown,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,18,1,18,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,33.9,0,0,SFO,CHI,1
MoonDa00,WR,Darnell Mooney,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,8,0,8,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,38.1,8,0,SFO,CHI,1
KmetCo00,TE,Cole Kmet,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,-4.0,0,0,SFO,CHI,1
WoerCh00,TE,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
TurnMa00,WR,Malik Turner,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
BlasKh00,FB,Khari Blasingame,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
TongJa00,TE,Jake Tonges,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
EbneTr00,RB,Trestan Ebner,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
SmitIh00,WR,Ihmir Smith-Marsette,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,SFO,CHI,1
OlszGu00,WR,Gunner Olszewski,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
WattDe00,FB,Derek Watt,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
HeywCo00,TE,Connor Heyward,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
TaylTr02,WR,Trent Taylor,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
MorgSt02,WR,Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
WilcMi01,TE,Mitchell Wilcox,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,PIT,CIN,1
BurrJo01,QB,Joe Burrow,CIN,33,53,338,2,4,7,39,24,61.7,6,47,0,23,0,0,0,0,0,1,5,1,66,65,1,PIT,1,0,0,357,8,9,1,43,4,0,0.0,0,0,PIT,CIN,1
MixoJo00,RB,Joe Mixon,CIN,0,0,0,0,0,0,0,0,0.0,27,82,0,31,9,7,63,0,18,0,0,27,27,0,27,PIT,0,0,0,0,0,0,0,69,13,1,3.6,62,0,PIT,CIN,1
PeriSa00,RB,Samaje Perine,CIN,0,0,0,0,0,0,0,0,0.0,1,4,0,4,5,3,33,0,14,0,0,1,1,0,1,PIT,0,0,0,0,0,0,0,4,0,0,48.0,33,0,PIT,CIN,1
ChasJa00,WR,Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,16,10,129,1,24,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,108.8,64,1,PIT,CIN,1
TrubMi00,QB,Mitchell Trubisky,PIT,21,38,194,1,0,1,2,32,78.2,3,9,0,6,0,0,0,0,0,0,2,1,42,41,1,CIN,0,0,0,301,9,10,1,9,0,0,0.0,0,0,PIT,CIN,1
ClayCh01,WR,Chase Claypool,PIT,0,0,0,0,0,0,0,0,0.0,6,36,0,15,6,4,18,0,6,0,0,6,6,0,6,CIN,0,0,0,0,0,0,0,33,3,0,39.0,4,0,PIT,CIN,1
HarrNa00,RB,Najee Harris,PIT,0,0,0,0,0,0,0,0,0.0,10,23,0,11,2,2,3,1,2,0,0,10,10,0,10,CIN,0,0,0,0,0,0,0,22,1,0,-4.0,7,0,PIT,CIN,1
WarrJa01,RB,Jaylen Warren,PIT,0,0,0,0,0,0,0,0,0.0,3,7,0,3,1,0,0,0,0,0,0,3,3,0,3,CIN,0,0,0,0,0,0,0,4,3,0,-5.0,0,1,PIT,CIN,1
FreiPa00,TE,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,10,5,75,0,31,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,74.0,28,0,PIT,CIN,1
JohnDi01,WR,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,12,7,55,0,25,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,115.2,-2,1,PIT,CIN,1
GentZa00,TE,Zach Gentry,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,40,0,32,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,0.0,40,0,PIT,CIN,1
PickGe00,WR,George Pickens,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,3,0,3,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,47.1,0,0,PIT,CIN,1
BoykMi00,WR,Miles Boykin,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,35.0,0,0,PIT,CIN,1
HursHa00,TE,Hayden Hurst,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,5,46,0,20,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,26.4,22,0,PIT,CIN,1
BoydTy00,WR,Tyler Boyd,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,33,1,22,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,86.8,1,0,PIT,CIN,1
HiggTe00,WR,Tee Higgins,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,27,0,18,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,18.0,9,0,PIT,CIN,1
ThomMi04,WR,Mike Thomas,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,1,5,0,5,0,0,0,0,0,0,PIT,1,0,0,0,0,0,0,0,0,0,64.0,1,0,PIT,CIN,1
SampDr00,TE,Drew Sample,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,0,0,2.0,0,0,PIT,CIN,1
PachIs00,RB,Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,0.0,12,62,1,22,0,0,0,0,0,0,0,12,12,0,12,ARI,0,0,0,0,0,0,0,13,49,0,0.0,0,0,KAN,ARI,1
EdwaCl00,RB,Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,0.0,7,42,0,18,3,3,32,2,25,0,0,7,7,0,7,ARI,0,0,0,0,0,0,0,15,27,0,-9.9,42,0,KAN,ARI,1
